,hip1_hip2,hip1_hip2,hip1_hip2,hip2_upperlimb,hip2_upperlimb,hip2_upperlimb,upperlimb_knee,upperlimb_knee,upperlimb_knee,knee_ankle,knee_ankle,knee_ankle,ankle_toe1,ankle_toe1,ankle_toe1,toe1_toe2,toe1_toe2,toe1_toe2,,24.67001909
,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood,,
110,2.065874107,168.7543959,0.975981593,36.05873753,133.6782207,0.975696921,106.6717944,111.392472,0.990689278,102.9918465,68.01598891,0.950139999,13.61484974,75.10669409,0.97580719,35.39622047,173.2677643,0.921786666,,0.59153909
111,1.735147966,168.9976687,0.965034008,35.1000849,131.6772648,0.984237611,108.1550408,110.1400763,0.981483102,101.7201346,64.77512044,0.97549355,15.42770772,76.57893269,0.969795823,36.57838836,173.8049092,0.948408723,,5.084803273
112,0.80937164,358.3260622,0.957222879,36.63168067,131.47064,0.98952806,107.67829,109.0034273,0.992365181,103.1719725,63.05892976,0.958375216,13.63253212,73.37997122,0.977768302,34.04456154,167.7987877,0.935656667,,7.937642969
113,2.540181231,307.8458033,0.957959294,38.61183007,130.2661262,0.989550233,107.6960769,109.0428895,0.992416561,103.1406985,63.07037026,0.958777845,13.64692328,73.18335542,0.977770805,34.0325673,168.0076474,0.93622148,,7.886740219
114,2.611372399,305.7819904,0.966419339,38.06794803,129.5886932,0.99377811,107.3398612,107.3800385,0.99381268,103.4562606,60.43819692,0.979485393,16.20169547,73.18775366,0.969518363,35.12662846,172.0496677,0.9298684,,12.18176462
115,2.72803529,305.7480235,0.965329528,37.91904764,129.4685,0.993814826,107.5133576,107.4790912,0.993800879,103.3918497,60.37740686,0.98013258,16.28626698,73.45386458,0.969289124,35.42532256,172.133489,0.931107044,,12.14350197
116,1.867224666,312.9588838,0.98365128,36.34769009,125.0401228,0.995635092,106.4577859,99.53318882,0.992049098,102.8604644,60.7428048,0.978268504,17.0807199,69.70274564,0.965941072,34.75750011,171.8288731,0.921370387,,19.72400638
117,1.449167596,319.8203089,0.984968781,36.06019901,123.3012611,0.99589932,104.6531878,98.04633658,0.983089209,105.5377137,60.50112776,0.95992738,14.58981028,73.43944188,0.981674254,34.18219392,169.9300792,0.946272373,,21.45253566
118,1.318193768,38.25820994,0.976567864,36.09881596,119.0712933,0.982523084,102.3943662,88.11325046,0.98828119,105.0562393,62.27399561,0.943251967,15.38834928,54.50033675,0.966568053,36.0948886,161.5373353,0.980460048,,29.61275393
119,1.295069401,38.07405088,0.976572037,36.10330989,118.9714429,0.982611895,102.3831978,88.12433588,0.988271475,105.0471483,62.27603387,0.943281293,15.38387333,54.46631058,0.966566265,36.10561718,161.5307834,0.980456412,,29.59963025
120,1.295851351,37.98563572,0.976628304,36.10520954,118.9986784,0.98258996,102.4019681,88.10371155,0.988208175,105.0104227,62.27870995,0.943045914,15.38349933,54.52453691,0.966424644,36.1070778,161.4955683,0.980530024,,29.6175785
121,1.300794487,38.51424214,0.976271152,36.08884104,118.9896439,0.982616425,102.396477,88.11142937,0.988279402,105.0199772,62.26740105,0.943079293,15.38630735,54.5256241,0.966412783,36.1126979,161.4941313,0.980500996,,29.62116959
122,4.416433097,164.0478761,0.989390731,37.89562655,108.1817673,0.992856026,100.7843211,78.79451585,0.976459086,110.0973848,58.82844177,0.979212642,15.23162176,54.41618465,0.945126176,32.13749216,142.8340817,0.992384672,,42.37704237
123,4.500804673,163.710756,0.989503741,37.83252194,108.2633627,0.992867231,100.8521367,78.83173696,0.976675391,110.0933027,58.78732325,0.979261279,15.26178983,54.57766228,0.944922805,32.11213148,142.8402347,0.992379725,,42.38093979
124,2.878612684,116.4819848,0.985486031,36.70342984,112.0348557,0.994149804,99.88494247,76.24757266,0.994977355,110.7257924,54.84345151,0.934450984,16.32999898,45.58820303,0.950841904,36.0874672,131.8034856,0.99363327,,48.90897583
125,19.7175626,189.3535739,0.08049795,279.3718276,71.4724686,0.180539072,130.4259956,244.1412399,0.635818958,112.6101051,51.73157365,0.315131962,46.24003124,101.8105654,0.200641483,290.3942744,252.516041,0.179908842,,-115.8728135
126,1.469334293,178.3745947,0.098186523,198.7589177,238.5839148,0.394040853,100.3238858,76.24835699,0.821469426,106.9997328,54.81958579,0.232179195,16.43592508,10.40177673,0.251067847,20.65480804,157.8214369,0.071390539,,48.93205722
127,7.240420229,163.9561393,0.023801327,26.65553191,91.92544924,0.069086969,126.5666059,232.4712104,0.648352981,110.895075,51.47528549,0.694202483,9.787339536,34.51863437,0.246768773,226.6771876,240.3726729,0.039357215,,-103.9464959
128,18.33807839,144.5329967,0.076454431,13.31495008,100.4145387,0.100679398,121.1083184,227.519877,0.95721817,108.7701662,43.98755318,0.354410917,9.310148216,44.37275967,0.154783458,229.6342474,234.6160256,0.110585243,,-91.50743016
129,7.427591878,142.4525429,0.04821378,18.14851744,82.09300513,0.071411639,121.9004827,225.7325386,0.990186572,115.2496044,45.24618108,0.571469784,6.669450562,350.5664655,0.318287939,14.31931841,180.7700683,0.030972868,,-90.97871969
130,3.696604815,174.6057596,0.990758479,36.9999946,114.1657852,0.990795374,103.8529712,77.33765719,0.98851192,109.1190197,34.25681306,0.956063628,17.57550519,7.546213867,0.961849093,35.88987119,107.2279947,0.947360873,,68.40552975
131,3.818062273,175.8167329,0.990799069,37.04566296,114.1723033,0.990813971,103.7923177,77.28762294,0.98844254,109.1718712,34.22865899,0.957303703,17.22602837,8.240950948,0.962186813,35.73728869,106.8401034,0.94657433,,68.48371807
132,7.485986289,202.1404467,0.16529265,39.66943193,118.543607,0.179114372,112.0270337,77.37278601,0.737729311,110.0102432,30.18735514,0.653025806,18.75408824,20.98833593,0.357168853,21.45002305,187.0653115,0.115376443,,72.43985884
133,5.525693321,71.80003188,0.109997481,52.45131594,124.5319454,0.301579773,101.279435,72.63061264,0.726172149,113.8036323,24.81723722,0.658473611,13.54959889,29.40589222,0.385011464,18.84358494,178.2913369,0.084317237,,82.55215014
134,1.873260263,53.4472447,0.180674225,53.37405169,113.5151022,0.419726014,96.15013137,84.0884077,0.560155272,112.1253555,17.44783275,0.453399986,8.153789437,41.39242368,0.29208082,8.612132581,146.7741821,0.068924516,,78.46375955
135,5.619054776,78.04275333,0.087650508,51.54233704,122.218891,0.355336457,103.2324082,75.93617378,0.255591333,104.5059357,19.56089615,0.571083128,16.69729165,4.44291588,0.127225012,192.375003,224.7865266,0.052942008,,84.50293007
136,2.307503388,205.3468976,0.989904046,45.22309828,122.8942116,0.956129134,100.5407227,87.69214796,0.989392579,108.6371473,8.504339606,0.88666153,13.88562373,4.702818231,0.952419758,36.62699715,83.89028246,0.928592205,,83.80351244
137,2.323158112,205.3700738,0.990021348,45.23675268,122.8261079,0.956290185,100.4720816,87.67501939,0.989202738,108.578323,8.53372791,0.887142181,13.89860757,4.765799614,0.952803254,36.67854009,83.90429966,0.928182304,,83.79125269
138,2.185090484,178.6210948,0.981671572,43.20321251,123.4881964,0.957968712,97.63714997,92.80289461,0.99202466,107.7014961,7.468518664,0.89329505,17.23716411,359.1614763,0.958448172,34.25009229,80.90223025,0.948501706,,79.72858673
139,2.171417743,179.1353202,0.981706977,43.21029353,123.5628589,0.958111525,97.59126664,92.8036175,0.992051303,107.7397723,7.467393815,0.892072916,17.27659947,359.2760232,0.958643913,34.22740265,81.00168297,0.948738217,,79.72898869
140,2.803803069,157.5567793,0.977393091,44.55786116,126.0577778,0.978585422,98.66915997,98.86203786,0.981316924,103.6676148,5.5800133,0.883548737,16.34521486,359.4114979,0.95955205,35.62419392,80.56256782,0.941221118,,75.55794883
141,2.624596458,162.0753028,0.976409554,44.84102801,126.0093822,0.978512883,98.57080883,98.88029177,0.981478572,103.711068,5.599993271,0.883549273,16.29987746,359.308571,0.959133863,35.62322374,80.58385728,0.941198468,,75.51971496
142,2.215706538,342.0371156,0.968017161,47.07503609,126.0840816,0.981955588,101.2747842,113.1538629,0.994235873,107.1297799,12.06650238,0.92208612,18.83215223,5.532093133,0.956629276,31.37545978,95.88598756,0.923175991,,54.77963473
143,2.263963078,342.4033088,0.970159054,46.96054325,126.0589218,0.981881499,101.2572481,113.1791172,0.994276643,107.1652741,12.06273117,0.922099888,18.80909136,5.559460908,0.956492543,31.38247075,95.86037968,0.922925711,,54.7581516
144,2.271106084,341.5516968,0.969890714,46.94796356,126.0508342,0.981887341,101.2836439,113.2229265,0.994366169,107.1865864,12.09377644,0.921798944,18.83151706,5.373594003,0.956525683,31.38112381,95.86206784,0.92346108,,54.6832971
145,2.295262992,342.060954,0.969818175,46.96521386,126.0201613,0.98194766,101.2637327,113.2284349,0.994358301,107.2295046,12.09531657,0.921844363,18.7818293,5.416960555,0.956525326,31.38820703,95.83857121,0.923725367,,54.67624857
146,4.934543185,246.1213993,0.118470669,189.9541233,83.54397087,0.051059544,197.0039493,264.6862964,0.027496517,185.7545388,86.94289697,0.620300829,18.68861917,8.344200067,0.509469926,20.29656672,165.2811335,0.084475547,,-171.6291934
147,1.90887266,327.6796489,0.972690165,46.68817514,136.0182704,0.963167787,102.1165363,116.9734745,0.990657806,107.0430798,30.4903493,0.960811317,15.53420192,25.71766604,0.960789859,34.74768693,112.509418,0.948364019,,32.53617624
148,2.389116076,25.48734008,0.977616072,45.82071015,135.3597011,0.983714342,106.1618783,119.991651,0.992765546,109.0770608,39.43222056,0.931018531,15.79310757,40.03401695,0.949819505,36.3574189,125.485376,0.989206672,,20.57612846
149,2.45039771,25.76138507,0.977803469,45.8872194,135.4012366,0.983798146,106.1587042,119.9919405,0.992774427,109.0931431,39.42450151,0.931115627,15.77965321,40.00136225,0.949860096,36.38045665,125.4499612,0.989156246,,20.58355804
150,2.421630533,25.97493762,0.97772789,45.87112398,135.3904035,0.98364675,106.1899049,119.9559348,0.992756188,109.0634906,39.40625251,0.931167722,15.76327216,40.10232313,0.949843347,36.37097305,125.5470722,0.989048004,,20.63781268
151,5.393690229,51.24574915,0.056883305,236.7938315,92.3695152,0.062262028,126.5586803,230.4060567,0.386018544,104.0166149,46.08340682,0.548119187,17.10804273,46.35776686,0.298038602,32.01684875,142.0188113,0.225405723,,-96.48946353
152,8.312201671,224.1233339,0.351596266,41.05010711,130.4805603,0.091356099,116.3454801,113.2741097,0.500722587,155.0521405,299.1009351,0.564173102,249.5750988,94.84116672,0.609414756,24.58899271,139.1926361,0.071900159,,-232.3750448
153,3.192545102,183.4951397,0.992169797,41.83655989,132.7103065,0.991911292,108.2833859,115.6592027,0.992244065,109.944956,69.62599618,0.948059142,13.874719,58.21543421,0.950122356,36.32564794,152.7663053,0.986995459,,-5.285198847
154,2.807690547,188.9255346,0.987561584,41.4918068,130.3715243,0.987957954,108.0700814,113.6378081,0.994341016,112.8609125,82.20756925,0.975258589,14.85416613,80.74129375,0.936441183,36.21356949,169.2251663,0.96958977,,-15.84537734
155,6.24222074,221.1331123,0.34430939,295.5272927,107.34005,0.183225632,146.255812,277.3788814,0.363370121,118.7352567,79.02864944,0.731761694,11.95324616,108.7799229,0.629044175,39.64318007,156.9238178,0.353932977,,-176.4075308
156,6.065441876,43.17270827,0.071317732,303.024574,110.7995956,0.163973421,137.5769419,282.3209471,0.693569064,117.9649021,85.64443375,0.857680678,10.17964043,47.84567653,0.824482322,47.49246258,171.0041049,0.58558774,,-187.9653809
157,11.81757395,352.4464658,0.124716759,41.03325425,135.8658697,0.346744537,117.1436438,111.8303033,0.871551752,119.1028545,83.01188016,0.907161176,8.43550542,86.14127899,0.792538881,52.19663862,170.1357715,0.427227646,,-14.84218349
158,3.5201818,68.80734144,0.057124794,53.5821473,121.7532045,0.243490994,109.9561525,105.1586877,0.891861796,113.273728,99.32470977,0.857189536,8.890137088,76.51934632,0.752782583,36.92570699,178.0376107,0.128121912,,-24.48339748
159,1.677537182,79.6310756,0.157286108,44.78229947,126.6784275,0.380671352,116.0826919,108.3689192,0.941897094,111.3862976,99.87509834,0.897350907,4.669403454,78.8593474,0.735187173,39.42483324,168.7586373,0.471301556,,-28.24401754
160,13.12976002,94.33424472,0.115224212,37.87743546,132.2145223,0.555022836,117.3917155,111.4193404,0.961937189,109.9206632,98.99236848,0.746289968,14.77028491,95.4735229,0.532919049,35.47900009,182.0530267,0.513202369,,-30.4117089
161,6.70559396,127.2908752,0.139792442,48.25947719,126.7079448,0.617453456,113.2298504,111.7513995,0.963427722,108.6805444,97.18388935,0.917785764,11.95289601,85.72093562,0.71710223,45.16790954,179.563373,0.504078925,,-28.93528883
162,5.423489586,105.608304,0.0824714,42.57769283,125.1375935,0.731050253,117.4542478,110.6787022,0.970594764,110.3513369,97.75927526,0.90219748,7.529689561,75.78566435,0.821545243,61.22815822,155.7361294,0.18887192,,-28.43797741
163,5.288254965,136.7418952,0.213276088,49.14974823,128.9849365,0.624144971,109.2923243,113.2178922,0.987579823,112.1428877,88.71528659,0.946968436,12.50072116,97.10629433,0.888544559,34.46925958,183.8992058,0.360792458,,-21.93317879
164,3.434051467,103.3231316,0.08466351,50.76740657,134.243906,0.403001547,108.6673908,111.9176304,0.897400498,111.1301513,81.16746212,0.633279085,6.412370311,111.6974706,0.529642463,34.38349234,168.8680521,0.09952879,,-13.0850925
165,306.7155773,110.7227636,0.093210906,4.916771313,22.58046571,0.198489875,140.5463214,280.0820214,0.705344141,110.2359066,83.12042702,0.533018649,15.4129425,85.50514757,0.49659428,39.28971223,161.8388882,0.425906777,,-183.2024484
166,11.05144579,140.5131122,0.414435625,25.97199292,141.5981515,0.787359476,114.9460306,115.6092196,0.755105376,111.5285973,72.72680246,0.919546843,10.99312562,106.8664997,0.792063832,39.69867461,181.9797573,0.240611762,,-8.336022057
167,4.616858734,85.41380513,0.351510465,279.0363281,109.754183,0.156564236,136.7313555,278.9613903,0.164478958,106.585145,76.67006663,0.52468431,15.18730866,50.76350385,0.373995304,54.29677501,161.5554345,0.288527489,,-175.631457
168,8.977479532,53.69770788,0.054175436,61.77834802,140.115219,0.055612803,103.4896617,112.0928713,0.668424606,108.2312827,70.29893487,0.673642218,16.37452149,69.7948377,0.602517962,46.87925783,177.2686945,0.279656053,,-2.391806171
169,2.271922938,176.441836,0.987357557,39.84328974,132.0170266,0.990905404,105.4816665,115.5749572,0.991764903,108.2768192,71.57438789,0.91414392,12.01128774,78.33281831,0.955974877,36.18510065,173.4213747,0.922691226,,-7.149345042
170,1.683828799,183.767145,0.97693789,34.90592082,133.4119339,0.978519678,107.7898864,111.0230342,0.989242673,102.9157077,66.63273698,0.971942306,14.68194027,74.55790316,0.968724728,34.4764979,166.7579675,0.966693521,,2.344228865
171,1.658425332,182.2327774,0.976936936,34.91871928,133.3968744,0.978678584,107.8169115,111.0150544,0.98923099,102.876392,66.65485881,0.971861064,14.67392015,74.64725575,0.968793273,34.43629206,166.7524473,0.965736628,,2.330086829
172,0.327736813,353.4590666,0.974749088,37.34517787,128.3109069,0.992270947,109.5000908,107.0810735,0.996046722,103.1686531,62.12062416,0.982822359,13.08055344,78.6695426,0.974318266,33.53330274,164.5959175,0.964119554,,10.7983023
173,0.258873474,351.9233299,0.9747082,37.30734365,128.3188738,0.992378592,109.518607,107.0366409,0.996076941,103.1691842,62.12874472,0.982807279,13.05352233,78.60966362,0.974469125,33.4002643,164.6653135,0.963001609,,10.83461441
174,0.834842382,131.6682935,0.98008728,37.21024081,125.510928,0.99477613,108.0629996,103.4060525,0.984483898,101.7215127,61.54220317,0.941287041,14.90606196,72.10416265,0.965111852,34.84293386,165.6033241,0.938520551,,15.0517443
175,0.765009756,138.2608893,0.980349183,37.27131005,125.281546,0.994775176,107.9707977,103.4234107,0.984465897,101.7404296,61.56012662,0.941258132,14.8978065,72.11015578,0.96528089,34.85400822,165.6250927,0.93822217,,15.0164627
176,3.958447942,162.5152855,0.986843467,36.09268057,118.3118578,0.995393634,105.5194277,96.70340108,0.988181591,106.6236277,60.99948517,0.956345916,12.60596923,64.95613894,0.9758448,33.68458832,162.1992675,0.954005361,,22.29711375
177,2.982350454,172.4893327,0.985193968,36.72353476,117.4527348,0.994920731,103.5479828,95.76918764,0.984499216,107.8761342,59.99751067,0.982226133,12.76757134,67.49031045,0.981022954,34.23488888,162.7647734,0.958909273,,24.2333017
178,1.242406799,190.5662276,0.981382847,39.46185024,114.079193,0.978631496,103.3298892,86.05009941,0.992389321,106.2587104,60.47246302,0.964979768,15.1774924,64.05055055,0.903368115,30.70386371,153.6156054,0.958362639,,33.47743756
179,1.227510939,190.4616744,0.981390238,39.48369803,114.019571,0.978805542,103.1869127,86.11120398,0.992273808,106.391371,60.44689093,0.964975715,15.18124338,64.09878325,0.903541446,30.70206464,153.6721282,0.958578289,,33.4419051
180,1.254871405,190.1065811,0.981706619,39.46461879,114.0227932,0.978745937,103.356833,86.05978466,0.992443025,106.2205601,60.40443511,0.964890957,15.17328342,64.38165913,0.903218389,30.78635257,153.7079636,0.958858967,,33.53578023
181,1.160605577,185.7281899,0.982052445,39.43226911,113.9878553,0.978977084,103.2448433,86.1203505,0.992354333,106.3367362,60.45074818,0.964839756,15.18586734,64.15027068,0.903439522,30.73150264,153.6438788,0.958063722,,33.42890132
182,2.710565614,191.3906501,0.988154948,37.24964473,111.3676015,0.989766717,101.9838006,77.96277292,0.989728928,113.4161067,55.63182968,0.981648505,13.6416616,49.05949533,0.9597646,34.62867738,133.7750372,0.987006187,,46.40539739
183,11.91015992,20.09942097,0.132263571,266.5045137,77.87647922,0.197566658,130.6379816,245.0486788,0.655808866,111.1900239,50.92358895,0.311130285,10.6583031,45.02450084,0.171002597,259.0833567,245.8783866,0.118879259,,-115.9722678
184,7.722248871,87.62307988,0.081011891,38.08107717,111.9628276,0.215028137,112.8535359,74.44096283,0.775623441,112.7798874,46.74701368,0.360678822,10.42227189,61.43848287,0.413674951,40.96234151,116.5206537,0.139228791,,58.8120235
185,5.435616469,109.7987131,0.210790724,49.93910187,119.1781471,0.237918228,108.1773597,68.32653552,0.536402225,109.3422959,50.37126281,0.492732197,11.40040793,47.66807782,0.331815779,36.13761056,127.0609475,0.270393848,,61.30220168
186,1.615331223,87.81407134,0.105570942,48.53024675,105.1902437,0.437776029,100.7002878,77.35904158,0.942893207,111.9702314,48.71588415,0.312137634,10.02813296,64.50746015,0.249003887,36.25625944,117.3682594,0.07241711,,53.92507427
187,2.763606204,300.5916851,0.152931482,49.95890205,120.804194,0.276474148,136.6296744,238.0247061,0.658396304,107.8634097,45.95954223,0.418882936,11.93550484,39.19965633,0.287032723,255.9804428,243.9900222,0.118994534,,-103.9842483
188,4.810796931,113.2163865,0.293207139,47.54945497,121.0788832,0.293629289,105.1213479,69.88837314,0.61724174,111.1829611,34.3736118,0.56917876,15.40104615,12.14028462,0.260221064,20.28964048,173.8287155,0.085036367,,75.73801506
189,5.639026845,238.3403354,0.0464091,60.6834715,108.0846076,0.303792924,92.98976082,78.52604042,0.923194051,114.4774603,34.82856483,0.125854671,12.08735308,50.95562548,0.333405405,10.61228585,184.9307358,0.034360319,,66.64539475
190,2.51381266,153.1375377,0.137439996,36.99767064,113.6739706,0.411385298,105.7696529,77.39608216,0.500710607,104.2245469,27.84984845,0.237078756,10.170488,28.23228623,0.108183384,6.200907756,162.4100438,0.048406154,,74.75406939
191,6.198641188,278.9061764,0.123195291,51.24101865,120.4500568,0.147725612,110.6102956,75.68861637,0.587118804,144.3333369,270.0362635,0.164330989,227.5790172,61.58999218,0.115687966,244.9609698,235.5628731,0.035021842,,-165.7248798
192,0.482517993,162.5372966,0.182548702,41.00300436,119.0229971,0.355831623,107.629927,79.8264248,0.602448106,108.4020579,22.90011389,0.630743861,18.99657259,7.037604761,0.263031274,21.62344398,170.7699405,0.061156034,,77.27346131
193,6.284355634,291.7555865,0.068537295,69.39862313,121.1965577,0.161135823,102.1804835,69.51708327,0.610291779,113.8673251,24.57765538,0.524225891,9.910769329,3.671035978,0.290908128,24.36619006,70.01681804,0.02767086,,85.90526136
194,1.630733342,246.9109738,0.238785684,42.5177878,122.5250552,0.771400452,104.5046284,84.7094583,0.646806359,108.1455972,8.775599192,0.362292945,10.56832416,339.4241127,0.203504086,14.15645568,134.4519189,0.046455979,,86.51494251
195,1.313652916,252.0086351,0.976777077,39.88451749,120.6247942,0.989225328,101.5040529,87.09193861,0.968536079,110.8945754,6.651857435,0.870347738,11.96760165,13.16183835,0.946222425,37.59682008,87.33987121,0.936436534,,86.25620396
196,1.290335678,250.6501746,0.976767182,39.72679846,120.6831805,0.989593387,101.6362482,87.12437277,0.968650699,110.8638927,6.642287518,0.871066689,11.97092881,13.16451672,0.946304321,37.67521064,87.31210549,0.936877847,,86.23333971
197,1.281919291,251.0787047,0.977181852,39.77475099,120.8514536,0.989550352,101.5796127,87.01844377,0.968323052,110.8454969,6.690858538,0.871319294,11.95855502,12.99030044,0.946101785,37.68154599,87.33014439,0.936721206,,86.2906977
198,2.579846085,146.737432,0.947822094,42.52970969,123.4930179,0.976301432,97.99390457,90.80341421,0.995523214,106.4767467,4.468418179,0.931202233,19.48744371,1.369000506,0.944404006,37.30257678,91.56969524,0.942501187,,84.72816761
199,1.481389251,258.6944815,0.948716104,43.05398761,124.0989631,0.983737707,98.97198897,92.65447573,0.996105075,107.9340799,3.055306299,0.918397784,13.50633788,7.045867314,0.913882315,37.07622012,84.69821056,0.886227846,,84.29021797
200,1.750368547,243.3132635,0.960898399,45.77715368,124.2374573,0.988031089,99.13647705,104.7037414,0.994875491,108.608146,5.470354126,0.87923789,16.1463779,2.532764375,0.94668889,38.50328764,89.47186211,0.929455161,,69.8259045
201,1.771512682,243.5457181,0.960895061,45.76206084,124.2210135,0.988030374,99.14830914,104.7126244,0.994858742,108.6221259,5.46860579,0.878957868,16.13403736,2.516205273,0.94668895,38.50561962,89.45615966,0.92931664,,69.81876982
202,1.877693309,244.4458576,0.96113348,45.73068627,124.2400202,0.987923563,99.14973891,104.726816,0.994873822,108.6359022,5.475666855,0.878288984,16.13253459,2.257220365,0.946587086,38.58426589,89.4550079,0.929249048,,69.79751714
203,1.932077461,243.0299037,0.96151948,45.81724506,124.2226125,0.987908125,99.18085371,104.7333182,0.994844556,108.6332573,5.452674772,0.878051877,16.16409845,2.253391211,0.946686327,38.58416751,89.45856337,0.929943204,,69.81400699
204,1.009146395,239.0621149,0.970178127,45.59235696,125.6741204,0.989629686,100.7373224,110.6755156,0.995183706,106.5714245,14.77200808,0.933077931,15.18823797,355.7237472,0.95322305,38.93595474,94.56804098,0.927719355,,54.55247632
205,2.321370384,219.329218,0.968968391,45.42442974,126.6300353,0.981899023,101.159739,112.4622092,0.98361361,107.8981543,16.87900196,0.95337522,15.25439481,6.044126271,0.95828402,31.57178319,97.70356879,0.945673823,,50.65878882
206,1.054228401,241.8011677,0.985543489,45.63683646,131.8813697,0.990648985,104.2019786,116.1046991,0.997318923,107.9421936,32.19821786,0.940473199,16.75540776,33.3074475,0.947449923,30.5296199,120.265125,0.974423409,,31.69708309
207,1.214696819,239.5984987,0.070683211,212.3722725,85.07847989,0.140456289,133.9486512,213.8052929,0.501395226,121.0484712,29.09578132,0.583764374,12.07835739,31.38914842,0.521276772,34.81150798,121.7595119,0.111071348,,-62.90107418
208,1.147227025,112.5879864,0.082697213,40.53868937,124.9233249,0.396358013,130.9345173,224.7711283,0.479492873,111.1474502,30.02831937,0.530856729,12.78130225,31.18622647,0.320509583,46.26072847,110.9760869,0.263403594,,-74.79944768
209,1.064707687,238.7862625,0.985671759,45.67151183,131.9170434,0.990650475,104.1851824,116.1575158,0.997322917,108.0549212,32.18817845,0.940694749,16.7684173,33.36435587,0.947636604,30.54204681,120.2887575,0.974454641,,31.65430577
210,1.489761679,69.31768514,0.958587885,41.48832728,139.4852382,0.964639664,106.1149779,115.9919533,0.992205679,111.234974,49.26952944,0.925479293,13.41632123,34.55083166,0.963127255,34.63284202,133.2758511,0.946206808,,14.73851723
211,16.64840141,23.42180172,0.074528754,269.1349203,97.25714525,0.054538965,147.1552887,247.8082128,0.381798089,119.8766678,52.85990879,0.36676982,7.849723983,67.30348704,0.569815397,33.61775646,136.5828235,0.252731383,,-120.6681216
212,4.183977664,149.5394193,0.170063555,278.8207185,99.47728169,0.071763426,141.0239696,258.8482237,0.269701183,116.5486988,65.49691532,0.679420829,11.02591184,58.51143489,0.721584141,42.67385169,150.4305144,0.370662987,,-144.345139
213,0.424778729,232.2699409,0.981919169,44.66234251,134.881972,0.974444389,105.7049019,114.6316922,0.996852696,109.8576207,65.35176124,0.970171809,14.41720847,54.03266848,0.96144712,37.40782748,148.754704,0.984345853,,0.016546578
214,0.839983322,326.2411142,0.97468102,45.84523996,134.9533025,0.945984125,106.4673452,112.1581155,0.996252775,110.3455086,74.2108382,0.973181725,16.87505105,65.64944247,0.951929212,37.15496576,165.0503949,0.983801365,,-6.368953675
215,5.123913863,184.0347355,0.156481981,289.4720125,104.1790671,0.184426665,145.2079794,266.3600624,0.252943784,124.2807133,67.11144786,0.525753677,6.329140342,93.40154738,0.471578956,42.88204861,149.4087264,0.337788254,,-153.4715102
216,3.90618307,120.2179405,0.245801002,9.317717598,354.3788474,0.060273528,164.7952245,117.8507923,0.273025036,107.3724698,87.41156152,0.693128228,17.43104887,67.60748042,0.46853742,13.49082534,138.808644,0.097714037,,-25.26235384
217,2.093238287,7.893794893,0.946187019,46.05630315,133.250974,0.931443751,106.0117452,107.2952368,0.989427924,111.6667398,94.28275385,0.98229897,15.35433377,91.13171756,0.980046213,37.88391374,183.8858756,0.97772181,,-21.57799064
218,1.501746199,343.2369561,0.949389815,46.23364415,129.855934,0.971922219,104.2171399,109.2603688,0.991575837,114.311963,97.72111587,0.984524071,14.48571366,106.8649817,0.957311451,34.70250735,187.0973657,0.972564459,,-26.98148463
219,4.41227808,166.5874494,0.323366523,41.16832876,125.8494491,0.490523756,119.6174752,110.3231147,0.961605668,111.288374,98.80784128,0.700676322,11.28648102,63.57995479,0.65585655,44.24461796,183.5277768,0.443248361,,-29.13095593
220,8.203627371,138.4164231,0.06433183,251.5066758,294.3654952,0.72969681,109.0820064,109.1168418,0.973689795,111.9797406,96.62254028,0.855246902,8.13940592,93.63575613,0.622195959,48.86560537,168.2181142,0.31717068,,-25.73938203
221,223.4836472,285.4294436,0.011805505,266.1683033,112.2020199,0.04230541,139.331378,291.9812841,0.846976578,108.8859844,99.96239497,0.843113899,12.33666043,72.30704094,0.827997446,41.58883426,180.1289657,0.182260334,,-211.9436791
222,7.783153483,166.1344687,0.021618813,3.213632432,180.9393281,0.070840687,150.3632444,294.4543777,0.905225515,108.9564426,92.05034696,0.811241865,12.55300603,69.82081991,0.795094728,58.72285349,173.3319025,0.203790516,,-206.5047246
223,0.510724564,343.2280593,0.958496213,38.43704479,134.8441662,0.979383588,110.2627542,112.5876186,0.988133669,107.462932,89.83738101,0.974215269,15.00430245,84.07470311,0.964075804,38.50074157,182.498605,0.953871071,,-22.42499965
224,0.060119898,111.4352097,0.980727077,41.68953564,135.0837136,0.981696546,107.0035482,113.6358144,0.996702492,103.4562791,81.63757494,0.972616434,15.67288012,82.83574055,0.964814186,36.33427841,177.1758934,0.950857162,,-15.2733893
225,5.332306735,192.5484439,0.303799033,282.5906428,109.1001559,0.129783601,137.7706604,279.5530591,0.506237686,147.3627991,297.6026566,0.377837151,255.4612511,98.36188756,0.40738976,51.21239234,168.598948,0.385958672,,-397.1557156
226,2.243821045,261.2424136,0.142339945,35.27632581,104.7205827,0.138046384,136.6909098,120.9755344,0.750845492,108.4855467,69.35720342,0.758690715,9.268963852,68.85647131,0.729029238,36.22648606,176.3571302,0.399773359,,-10.33273784
