scorer,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000,DLC_resnet_50_cam2May5shuffle1_3000
bodyparts,hip1,hip1,hip1,hip2,hip2,hip2,upperlimb,upperlimb,upperlimb,knee,knee,knee,ankle,ankle,ankle,toe1,toe1,toe1,toe2,toe2,toe2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,298.8573565483093,319.6982378959656,0.9774327278137207,298.2898540496826,320.2450919151306,0.9833139181137085,275.1964071393013,351.2402238845825,0.9910260438919067,269.5894408226013,456.43196153640747,0.9853450059890747,319.80790519714355,547.5435965061188,0.988606870174408,323.22811061143875,561.6368408203125,0.9545096755027771,292.5083677768707,572.1529216766357,0.9725126028060913
1,298.8438529968262,319.69942140579224,0.9772682189941406,298.30942726135254,320.1993815898895,0.9831122756004333,275.1948329806328,351.24267864227295,0.9909055233001709,269.58807134628296,456.45246171951294,0.9851205945014954,319.8200283050537,547.5458092987537,0.9886137247085571,323.2283642888069,561.6368379592896,0.9545161724090576,292.50043219327927,572.15296459198,0.9724636673927307
2,294.60051941871643,312.5772228240967,0.9751854538917542,296.12056064605713,314.5856440067291,0.9791895747184753,275.2915803194046,348.06160736083984,0.9826768636703491,285.8500032424927,450.9064074754715,0.9901043176651001,334.3012399673462,542.0806951522827,0.9736157655715942,343.2640779018402,556.5924110412598,0.9385221600532532,313.3194146156311,571.2911243438721,0.9710419178009033
3,294.566739320755,312.4821696281433,0.9753929376602173,296.19182538986206,314.58574533462524,0.9793165922164917,275.2635545730591,348.0482349395752,0.9827637672424316,285.9201850891113,450.80818247795105,0.990251898765564,334.31107902526855,542.0539698600769,0.9737944602966309,343.2795283794403,556.5732593536377,0.9386114478111267,313.3190574645996,571.2392339706421,0.9707915782928467
4,293.83937644958496,307.22859036922455,0.9846480488777161,293.30609679222107,308.047982417047,0.9889506101608276,273.6526176929474,342.95098996162415,0.9913762211799622,297.00933837890625,445.0220330953598,0.9897916913032532,350.3643503189087,534.8801183700562,0.9817380905151367,359.0221664905548,547.1184868812561,0.9510176181793213,332.46156537532806,567.0618088245392,0.9802265763282776
5,362.554823666811,545.3990297317505,0.2915057837963104,356.8559854030609,537.3555636405945,0.35990411043167114,333.82633924484253,567.1462686061859,0.05864855647087097,295.5745186805725,443.67450737953186,0.7618082761764526,354.1023302078247,535.2860722541809,0.24750030040740967,363.7796678543091,538.558705329895,0.1341181993484497,331.41992235183716,568.7599620819092,0.01324191689491272
6,293.18880569934845,306.0943269729614,0.9835103750228882,292.6775284409523,307.0640714764595,0.9884033203125,273.4534740447998,340.8259125351906,0.992750883102417,298.1366629600525,444.0267114639282,0.9863488674163818,353.101943731308,532.953964471817,0.9879770278930664,363.15603989362717,545.4345228672028,0.9347586631774902,341.45214438438416,568.7709383964539,0.9915851354598999
7,290.6794058084488,303.96168851852417,0.978896975517273,291.2995923757553,304.64018416404724,0.986050009727478,272.9004943370819,338.77887082099915,0.9913205504417419,302.81572103500366,440.39987421035767,0.9928474426269531,358.26341009140015,530.1636272668839,0.9683960676193237,369.58388590812683,539.4817807078362,0.9678531885147095,350.9349021911621,566.0948586463928,0.9867339134216309
